DATETIME,평균여행기간,LAR,LARPLUS,GEN,평균허수,총합허수,최대허수,최소허수,평균최대출발인원,SUM최대출인원,평균최소출발인,SUM최소출발인,성인평균상품가,아동평균상품가,유아평균상품가,사용행사개수,사용마스터개수,출발확정개수,총쇼핑횟수,평균쇼핑횟수,총선택관광횟수,평균선택관광횟수,KE,OZ,AY,AZ,EK,TK,LH,AF,BA,EY,QR,SU,ZE,TW,KA,BX,KL,R3,AR,CX,OK,LO,CA,HY,VN,SQ,JE,OS,DB,국적기,저가항공,외항사,출발자수
2018-02-10,9,10,3,119,3,397,22,-1,0,26,19,2550,2018780,1992500,428768,132,116,22,389,3,454,4,42,37,3,0,10,5,9,1,0,2,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,79,2,51,325
2018-02-11,9,6,4,129,4,580,26,-1,0,-3,19,2695,1771769,1771769,403237,139,124,24,417,3,571,4,34,30,3,6,10,6,16,1,1,1,5,6,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,64,0,75,278
2018-02-12,10,10,0,78,4,378,26,-2,0,-2,19,1740,1878159,1857079,413873,88,80,14,269,3,243,5,20,18,7,2,9,2,5,0,0,12,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,38,2,48,122
2018-02-13,9,11,0,132,5,796,32,0,0,0,19,2840,1785608,1782290,407725,143,127,13,442,3,606,4,36,39,10,0,4,1,11,0,0,6,6,4,0,0,0,0,2,0,0,0,20,3,1,0,0,0,0,0,0,75,0,68,128
2018-02-14,9,7,0,109,4,515,24,0,0,0,19,2305,1879034,1868942,464987,116,114,15,371,3,395,4,39,28,3,0,16,1,9,1,3,3,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,67,1,48,240
2018-02-15,9,17,0,137,5,913,33,0,0,26,19,3070,1806275,1780515,418768,154,138,19,454,3,604,4,50,45,7,0,11,2,8,0,0,4,4,4,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,0,95,0,59,143
2018-02-16,9,5,0,105,4,472,32,-1,1,121,19,2170,1716234,1704453,428856,110,102,10,307,3,405,4,33,15,8,4,13,2,8,0,0,0,9,5,0,0,0,0,0,0,0,0,9,1,1,0,0,0,2,0,0,48,2,60,150
2018-02-17,9,10,0,116,4,547,22,0,0,-1,19,2495,1799388,1780087,413721,126,109,22,376,3,432,4,39,35,2,0,9,4,9,1,0,5,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,74,1,51,397
2018-02-18,9,5,2,115,5,622,26,0,0,52,19,2395,1639524,1630524,402689,122,105,16,352,3,494,4,31,24,4,6,8,2,16,1,1,1,4,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,55,0,67,293
2018-02-19,10,12,0,63,3,230,23,0,0,0,19,1495,1811866,1791253,418771,75,71,9,238,3,214,4,20,13,10,4,7,2,5,0,0,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,42,112
2018-02-20,9,10,2,135,4,644,32,-1,0,0,19,2900,1691353,1683540,399368,147,133,17,470,3,595,4,35,39,8,0,5,2,12,0,0,7,9,5,0,0,0,0,5,0,0,0,16,3,1,0,0,0,0,0,0,74,0,73,340
2018-02-21,9,10,0,98,4,463,30,-2,0,0,19,2125,1738046,1722149,420292,108,104,18,346,3,371,4,36,31,4,0,15,1,8,0,2,4,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,67,1,40,253
2018-02-22,9,16,3,140,4,775,25,-1,0,0,19,3120,1728600,1704845,398040,159,141,25,488,3,612,4,46,46,10,0,10,6,8,0,0,3,4,6,0,0,0,0,3,0,0,0,16,1,0,0,0,0,0,0,0,92,0,67,350
2018-02-23,9,7,2,98,3,350,32,-2,0,23,19,2100,1632848,1625213,424465,107,100,13,299,3,401,5,31,12,9,4,13,1,9,0,0,0,12,5,0,0,0,0,0,0,0,0,8,0,1,0,0,0,2,0,0,43,2,62,253
2018-02-24,9,9,0,105,2,309,22,-1,0,32,19,2260,1726947,1703517,412050,114,101,10,351,3,415,4,36,29,2,0,11,2,9,1,0,4,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,65,2,47,243
2018-02-25,9,7,3,105,4,564,20,-1,0,0,19,2225,1547947,1538382,388366,115,100,8,365,3,486,4,26,26,3,5,7,3,15,0,0,0,5,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,52,0,63,115
2018-02-26,10,13,0,60,3,220,32,0,0,0,19,1455,1782602,1761287,417588,73,66,10,227,3,205,4,19,15,9,2,9,1,5,0,0,6,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,39,101
2018-02-27,9,11,3,133,4,629,25,0,0,0,19,2895,1685496,1676799,419309,147,129,11,472,3,626,4,41,37,8,0,4,1,11,0,0,9,7,4,0,0,0,0,2,0,0,0,18,3,2,0,0,0,0,0,0,78,0,69,139
2018-02-28,9,12,3,102,3,417,26,-1,0,0,19,2280,1753777,1731735,452669,117,109,18,378,3,413,4,38,32,5,1,17,1,9,0,1,5,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,70,1,46,351
2018-03-01,9,15,4,143,4,782,24,-4,0,52,19,3200,1761224,1740119,397776,162,146,20,507,3,618,4,47,45,11,0,11,7,8,0,0,5,5,4,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,0,92,0,70,284
2018-03-02,9,4,0,99,3,382,26,-1,0,62,19,2020,1651716,1643784,414446,103,95,8,310,3,373,5,21,17,10,4,13,3,9,0,0,0,8,6,0,0,0,0,0,0,0,0,8,1,1,0,0,0,2,0,0,38,2,63,108
2018-03-03,9,12,1,116,4,623,23,0,0,21,19,2545,1750193,1719069,415164,129,110,17,423,3,438,4,38,32,4,0,11,4,9,1,0,2,14,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,70,2,57,258
2018-03-04,9,7,0,119,6,787,26,0,0,-2,19,2475,1535119,1533531,375798,126,110,20,407,3,535,4,27,33,5,4,8,2,13,1,0,1,5,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,60,0,66,211
2018-03-05,10,12,0,81,3,309,29,0,0,0,19,1820,1823204,1800247,416708,93,86,4,290,3,257,5,22,17,10,3,9,2,6,0,0,10,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,39,2,52,32
2018-03-06,9,12,0,143,4,756,33,0,0,0,19,3095,1651625,1647700,406130,155,140,12,490,3,631,4,40,37,13,0,5,3,12,0,0,7,7,5,0,0,0,0,3,0,0,0,19,3,1,0,0,0,0,0,0,77,0,78,158
2018-03-07,10,10,1,109,3,398,20,-1,0,0,19,2355,1773925,1757792,424645,120,109,14,406,3,369,4,29,31,6,0,18,3,9,0,2,5,5,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,60,2,58,283
2018-03-08,9,12,0,146,4,655,31,-1,0,0,19,3150,1702502,1678844,382879,158,139,18,479,3,602,4,51,35,11,0,12,3,10,0,0,6,5,5,0,0,0,0,3,0,0,0,16,1,0,0,0,0,0,0,0,86,0,72,349
2018-03-09,9,6,0,109,3,363,31,0,0,30,19,2280,1646720,1636580,404721,115,106,13,331,3,395,5,22,15,11,5,16,4,8,0,0,3,10,6,0,0,0,0,0,0,0,0,10,1,1,1,0,0,2,0,0,37,2,76,221
2018-03-10,9,10,1,122,4,652,28,-2,0,0,19,2630,1784015,1761533,399189,133,115,19,408,3,436,4,42,28,3,0,13,4,9,1,0,3,16,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,70,2,61,318
2018-03-11,9,6,0,111,5,678,30,0,0,32,19,2275,1537076,1535367,372132,117,103,17,378,3,501,4,22,30,3,4,8,2,14,1,0,1,6,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,52,0,65,304
2018-03-12,10,11,0,76,3,274,26,-2,0,0,19,1710,1848045,1823506,404756,87,80,10,277,3,219,4,22,15,9,2,9,2,5,0,0,8,5,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,37,2,48,186
2018-03-13,9,10,2,121,4,560,25,-21,0,0,19,2625,1787421,1780221,411020,133,120,10,408,3,542,4,38,25,11,0,5,1,12,0,0,7,7,5,0,0,0,0,2,0,0,0,16,3,1,0,0,0,0,0,0,63,0,70,213
2018-03-14,10,7,4,97,2,267,23,-5,0,0,19,2090,1919111,1889843,441969,108,99,14,369,3,310,4,26,26,6,0,17,2,7,0,2,4,5,8,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,52,2,54,282
2018-03-15,10,14,4,141,4,700,23,0,0,24,19,3135,1851606,1819422,396817,159,140,26,476,3,613,4,56,37,11,0,12,4,8,0,0,5,4,5,0,0,0,0,2,0,0,0,14,1,0,0,0,0,0,0,0,93,0,66,463
2018-03-16,9,8,3,101,3,379,30,-1,0,23,19,2190,1781935,1762891,424665,112,103,19,324,3,368,4,27,12,14,3,13,3,8,0,0,3,9,7,0,0,0,0,0,0,0,0,8,1,1,1,0,0,2,0,0,39,2,71,346
2018-03-17,9,8,7,104,2,320,22,-2,0,0,19,2275,1893302,1853555,412796,119,105,21,365,3,385,4,42,23,3,0,12,4,8,0,0,3,11,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,65,2,52,346
2018-03-18,9,10,5,125,5,739,27,-2,0,0,19,2685,1679264,1667228,375395,140,121,17,462,3,539,4,29,40,8,2,9,2,16,0,0,2,7,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,69,0,71,330
2018-03-19,10,11,1,76,2,202,17,0,0,0,19,1700,1885875,1856853,407169,88,82,11,271,3,211,4,22,17,8,1,9,2,5,0,0,8,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,39,2,47,177
2018-03-20,9,10,6,150,5,925,26,-1,0,71,19,3240,1792777,1785858,390400,166,147,29,517,3,665,4,46,32,12,0,6,3,12,0,0,10,8,10,0,0,0,0,3,0,0,0,20,3,1,0,0,0,0,0,0,78,0,88,365
2018-03-21,10,14,2,120,3,440,16,-1,0,0,19,2665,1853882,1834941,423160,136,123,19,462,3,401,4,32,34,13,0,19,1,9,0,2,8,5,7,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,66,2,68,338
2018-03-22,10,12,3,152,5,923,28,-5,0,0,19,3300,1819940,1792754,399177,167,149,17,543,3,645,4,51,44,11,0,14,6,9,0,0,5,4,3,0,0,0,0,3,0,0,0,16,1,0,0,0,0,0,0,0,95,0,72,228
2018-03-23,9,7,1,113,3,476,17,0,0,0,19,2375,1841347,1824611,436064,121,114,13,362,3,422,5,29,20,11,5,14,4,8,0,0,3,9,4,0,0,0,0,0,0,0,0,9,2,1,1,0,0,1,0,0,49,1,71,290
2018-03-24,9,12,2,127,3,539,24,-2,0,0,19,2770,1821212,1797993,410256,141,121,19,452,3,489,4,39,34,3,0,17,3,10,1,0,3,15,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,73,2,66,311
2018-03-25,9,10,0,130,4,626,21,-13,0,25,19,2755,1593207,1587721,375120,140,119,29,457,3,552,4,24,35,9,7,10,2,17,1,0,1,7,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,59,0,81,405
2018-03-26,10,10,1,86,2,259,26,0,0,0,19,1900,1866443,1841248,409229,97,87,12,315,3,264,5,26,16,8,2,9,3,7,0,0,8,8,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,42,2,53,200
2018-03-27,9,13,5,159,4,841,34,-1,0,0,19,3475,1820728,1817234,422403,177,158,26,581,3,735,4,40,44,15,0,7,2,14,1,3,9,9,5,0,0,0,0,3,0,0,0,20,4,1,0,0,0,0,0,0,84,0,93,476
2018-03-28,9,12,3,134,3,477,27,-3,0,25,19,2895,1909067,1891175,435886,149,138,20,479,3,429,4,47,34,10,0,20,2,8,0,0,4,9,9,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,81,1,67,359
2018-03-29,9,14,7,158,4,812,29,-1,0,-2,19,3500,1888899,1869659,440826,179,155,25,558,3,673,4,47,49,14,1,16,7,9,0,0,6,7,4,0,0,0,0,3,0,0,0,15,1,0,0,0,0,0,0,0,96,0,83,330
2018-03-30,9,7,0,130,2,404,22,0,0,0,19,2725,1812481,1804985,444995,137,123,17,418,3,515,5,36,22,11,5,16,1,9,0,0,4,12,7,0,0,0,0,0,0,0,0,10,1,1,1,0,0,1,0,0,58,1,78,352
2018-03-31,9,14,3,120,3,493,24,-1,0,0,19,2685,1868248,1840421,438323,137,122,18,434,3,478,4,35,33,5,0,20,3,10,0,0,2,15,10,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,68,1,68,325
2018-04-01,9,8,3,123,2,382,17,0,0,25,19,2595,1756917,1746284,369734,134,117,10,423,3,496,4,33,34,5,1,10,3,13,1,1,1,5,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,67,0,67,241
2018-04-02,10,9,0,88,1,192,14,0,0,0,19,1935,1969474,1953134,407953,97,87,6,303,3,243,4,31,15,14,1,8,1,5,0,0,9,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,1,50,150
2018-04-03,9,12,4,139,3,522,33,-1,0,0,19,3050,1872987,1869316,403682,155,135,24,505,3,605,4,33,37,10,0,9,4,12,0,1,9,10,5,0,0,0,0,3,0,0,0,18,3,1,0,0,0,0,0,0,70,0,85,535
2018-04-04,9,11,5,118,2,359,34,-15,0,24,19,2580,2106223,2093037,446672,134,124,19,407,3,371,4,40,36,9,0,15,1,9,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,76,1,57,396
2018-04-05,10,13,1,136,2,447,20,0,0,0,19,2980,1904466,1884006,398474,150,130,14,493,3,568,4,43,39,10,0,12,5,9,0,0,3,5,2,0,0,0,0,5,0,0,0,16,1,0,0,0,0,0,0,0,82,0,68,322
2018-04-06,9,9,6,121,3,487,26,-3,0,15,19,2645,1981647,1960610,435850,136,123,30,420,3,462,4,40,24,12,0,14,7,8,0,0,2,7,7,0,1,0,0,0,0,0,0,9,1,1,2,0,0,1,0,0,64,2,70,610
2018-04-07,9,9,3,110,2,345,19,0,0,-1,19,2390,1998680,1977278,423879,122,106,18,376,3,394,4,29,35,4,0,12,7,10,0,0,2,14,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,64,1,57,350
2018-04-08,9,8,0,139,4,663,28,0,0,25,19,2890,1798020,1779265,391279,147,129,22,481,3,534,4,37,32,6,0,10,2,15,1,4,1,10,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,69,0,78,293
2018-04-09,10,8,1,86,3,293,20,-1,0,21,19,1885,2056694,2045768,422600,95,89,13,337,4,303,4,30,25,12,0,7,3,5,0,0,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,2,38,288
2018-04-10,9,9,19,144,3,556,32,-1,0,26,18,3240,1958290,1945802,430889,172,155,21,556,3,641,4,36,41,19,0,8,4,12,0,1,8,13,5,0,0,0,0,3,0,0,0,18,3,1,0,0,0,0,0,0,77,0,95,453
2018-04-11,9,10,14,117,3,454,23,-2,0,25,18,2630,2206602,2178276,479192,141,134,13,428,3,407,4,54,30,9,0,15,1,9,0,0,5,4,9,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,84,2,55,281
2018-04-12,9,13,6,148,3,547,25,-21,0,-1,19,3270,2049077,2024353,438775,167,145,20,544,3,658,4,49,49,9,0,11,5,9,0,0,5,6,2,0,0,0,0,5,0,0,0,16,1,0,0,0,0,0,0,0,98,0,69,438
2018-04-13,9,10,12,139,3,592,32,-1,0,60,19,3065,2058178,2037477,464085,161,144,37,508,3,533,4,53,26,14,0,15,6,9,0,0,4,12,8,0,1,0,0,0,0,0,0,7,1,1,3,0,0,1,0,0,79,2,80,735
2018-04-14,9,10,10,122,3,440,23,-2,0,-2,19,2705,2180133,2162061,464115,142,125,20,472,3,486,4,33,45,3,0,13,7,16,0,0,0,14,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,78,1,63,445
2018-04-15,9,9,10,143,2,480,23,-32,0,25,19,3085,1956660,1936519,420767,162,139,14,492,3,602,4,46,40,6,5,10,3,14,1,0,1,7,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,86,0,76,243
2018-04-16,10,10,2,91,2,240,20,-32,0,30,19,2025,2106844,2087161,443614,103,98,14,328,3,297,4,35,20,12,1,7,2,5,0,0,9,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,2,46,347
2018-04-17,9,8,19,148,4,701,26,-4,0,-1,18,3295,2005160,1994091,423244,175,158,26,557,3,661,4,35,39,18,0,8,4,11,0,1,9,20,5,0,0,0,0,3,0,0,0,18,3,1,0,0,0,0,0,0,74,0,101,451
2018-04-18,9,10,12,121,3,439,23,-6,0,57,18,2685,2270132,2243615,483485,143,134,25,438,3,426,4,51,33,9,0,12,1,8,0,2,4,8,10,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,84,2,57,512
2018-04-19,9,11,9,152,3,622,26,-22,0,-2,19,3340,2125546,2101325,450396,172,149,31,570,3,648,4,49,52,9,0,10,7,7,0,1,4,10,3,0,0,0,0,4,0,0,0,15,1,0,0,0,0,0,0,0,101,0,71,556
2018-04-20,9,8,11,125,3,529,31,-2,0,30,18,2735,2110055,2091548,484845,144,130,25,427,3,460,4,46,20,14,0,12,8,8,0,0,2,8,10,0,1,0,0,0,0,0,0,8,2,1,4,0,0,0,0,0,66,1,77,396
2018-04-21,9,10,5,116,2,385,20,-2,0,-1,19,2550,2193099,2162577,486826,131,113,23,418,3,436,4,34,40,4,0,12,6,10,0,0,1,14,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,74,1,56,479
2018-04-22,9,10,7,140,3,547,22,-2,0,45,19,2995,2026515,2006752,432844,157,135,14,478,3,587,4,48,38,6,3,9,5,13,1,0,1,6,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,86,0,71,247
2018-04-23,10,11,3,86,3,308,22,-22,0,-1,19,1940,2099320,2081310,443246,100,95,19,301,3,276,4,34,14,16,1,7,1,5,0,0,8,7,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,48,2,50,278
2018-04-24,9,14,12,143,4,708,34,-1,0,-1,19,3255,2125875,2110940,453933,169,147,31,532,3,644,4,37,45,10,0,7,3,11,0,3,9,11,7,0,0,0,0,3,0,0,0,19,3,1,0,0,0,0,0,0,82,0,87,485
2018-04-25,9,11,2,137,4,693,30,-1,0,24,19,2955,2162073,2147706,485202,150,132,27,486,3,500,4,47,32,10,0,16,1,9,1,2,7,10,9,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,79,2,69,420
2018-04-26,9,12,0,141,4,663,25,0,0,-1,19,3055,2053928,2046960,453985,153,136,18,507,3,630,5,39,46,11,0,11,4,8,0,0,5,5,3,0,0,0,0,3,0,0,0,17,1,0,0,0,0,0,0,0,85,0,68,287
2018-04-27,9,9,6,134,4,641,32,-2,0,-5,19,2875,2167548,2159944,498471,149,136,29,439,3,521,4,42,27,13,1,12,4,11,0,3,2,9,9,0,1,0,0,0,0,0,0,8,2,1,3,0,0,1,0,0,69,2,78,427
2018-04-28,9,11,6,128,3,536,30,-1,0,16,19,2820,2341937,2329972,482346,145,127,24,474,3,506,4,30,44,5,1,15,8,11,0,0,3,16,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,74,1,70,305
2018-04-29,9,9,4,155,4,706,26,0,0,67,19,3260,2184815,2171941,433153,168,147,21,508,3,610,4,47,43,6,7,11,2,11,0,1,3,9,8,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,90,0,78,248
2018-04-30,9,10,2,97,4,442,23,0,0,13,19,2093,2198238,2334000,456153,109,103,16,329,3,311,4,34,20,13,1,10,2,7,0,0,7,6,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,54,3,52,230
2018-05-01,9,11,26,151,4,813,27,-1,0,-1,18,3495,2267042,2246973,451010,188,171,23,578,3,681,4,38,54,14,1,8,6,12,0,4,9,13,4,0,0,0,0,3,0,0,0,18,3,1,0,0,0,0,0,0,92,0,96,387
2018-05-02,9,9,9,130,3,566,30,-2,0,25,19,2850,2274736,2251601,481360,148,135,14,431,3,490,4,50,41,9,0,13,2,8,0,0,5,3,11,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,91,3,54,155
2018-05-03,9,15,6,141,5,814,35,-2,0,50,19,3170,2097055,2178203,442749,162,147,25,508,3,608,4,48,46,8,0,13,6,11,0,0,4,5,0,0,0,0,0,3,0,0,0,17,1,0,0,0,0,0,0,0,94,0,68,295
2018-05-04,9,6,7,149,3,572,21,0,0,55,19,3145,2097560,2083177,437053,162,147,21,468,3,566,4,46,38,11,1,14,5,10,0,0,2,9,8,0,2,0,0,0,0,0,0,10,2,1,2,0,0,1,0,0,84,3,75,366
2018-05-05,9,11,17,124,3,531,23,-4,0,-1,18,2840,2361855,2335813,459761,152,132,19,461,3,461,4,39,37,5,0,18,7,18,0,0,0,16,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,76,1,75,371
2018-05-06,9,9,8,135,3,544,26,0,0,74,19,2930,2044730,2023724,431997,152,134,16,455,3,591,4,47,40,7,1,9,2,12,0,2,0,5,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,87,0,65,197
2018-05-07,10,9,1,99,2,239,20,-12,0,-2,19,2130,2193798,2182027,454854,109,102,18,338,3,323,4,31,21,14,2,7,2,5,0,0,12,5,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,52,3,54,301
2018-05-08,9,12,11,145,5,948,412,-2,0,0,19,3255,2113666,2103517,441467,168,149,24,518,3,642,4,37,48,9,1,8,0,12,0,3,10,10,5,0,0,0,0,3,0,0,0,18,3,1,0,0,0,0,0,0,85,0,83,488
2018-05-09,9,10,1,152,3,560,25,-31,0,23,19,3215,2174171,2166276,477306,163,143,31,487,3,568,4,42,57,8,0,16,4,7,1,1,5,7,10,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,99,3,61,505
2018-05-10,10,13,2,143,3,524,111,-1,0,32,19,3130,2126113,2100702,443356,158,144,22,515,3,581,4,50,44,11,0,8,6,8,0,0,4,5,1,0,0,0,0,4,0,0,0,16,1,0,0,0,0,0,0,0,94,0,64,529
2018-05-11,9,8,6,146,3,566,26,-9,0,25,19,3115,2141342,2123967,453254,160,142,28,454,3,524,4,42,38,12,0,16,3,8,0,0,5,8,9,0,2,0,0,0,0,0,0,9,2,1,4,0,0,1,0,0,80,3,77,476
2018-05-12,9,11,0,127,3,432,22,-5,0,-1,19,2735,2074623,2055244,463770,138,118,21,450,3,457,4,32,36,6,0,15,6,10,0,0,0,20,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,68,1,69,426
2018-05-13,9,9,3,134,4,699,23,-1,0,25,19,2805,1943068,1928939,419270,146,128,18,442,3,546,4,38,37,6,6,10,2,12,0,2,0,6,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,75,0,71,196
2018-05-14,10,9,2,102,3,436,30,-20,0,-1,19,2225,2086309,2222203,442635,113,105,23,340,3,320,4,30,19,14,4,9,1,5,0,0,11,6,9,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,49,4,60,408
2018-05-15,9,11,10,152,3,668,40,-12,0,0,19,3340,2093364,2076468,437005,173,153,39,522,3,640,4,38,44,9,2,11,2,10,0,5,9,16,3,0,0,0,0,2,0,0,0,18,3,1,0,0,0,0,0,0,82,0,91,705
2018-05-16,9,9,0,151,3,554,21,-1,0,23,19,3170,2199206,2191037,481564,160,144,25,501,3,537,4,43,55,11,0,16,1,7,0,0,5,6,11,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,98,2,60,417
2018-05-17,9,13,4,148,2,440,24,-27,0,-1,19,3250,2122503,2096412,447772,165,151,23,519,3,600,4,49,44,14,0,9,6,9,0,0,5,7,2,0,0,0,0,3,0,0,0,16,1,0,0,0,0,0,0,0,93,0,72,542
2018-05-18,9,8,12,153,3,610,27,-2,0,-2,19,3315,2266565,2239137,468003,173,151,38,507,3,587,4,52,41,11,0,16,4,8,1,1,5,8,8,0,2,0,0,0,0,0,0,9,2,1,3,0,0,1,0,0,93,3,77,634
2018-05-19,9,12,9,137,3,527,25,-7,0,-1,19,3050,2275575,2251327,474801,158,133,25,507,3,524,4,41,41,7,0,14,5,15,0,0,1,18,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,82,2,74,486
2018-05-20,9,7,4,121,2,373,17,-1,0,25,19,2550,1995916,1976735,422215,132,117,11,396,3,503,4,36,37,4,2,9,2,10,0,0,0,6,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,73,0,59,261
2018-05-21,10,9,0,103,3,355,22,-15,0,0,19,2220,2103125,2096294,443405,112,101,21,346,3,334,4,28,20,15,2,8,3,5,0,1,12,7,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,48,3,61,336
2018-05-22,9,14,8,157,3,634,32,-1,0,21,19,3510,2052195,2045011,445835,179,164,29,551,3,664,4,34,46,12,3,10,3,11,0,5,11,15,5,0,0,0,0,2,0,0,0,18,3,1,0,0,0,0,0,0,80,0,99,589
2018-05-23,9,9,5,145,3,500,28,-14,0,23,19,3105,2155660,2141484,472718,159,142,25,472,3,540,4,43,49,9,0,20,2,8,1,1,3,5,11,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,92,3,64,422
2018-05-24,9,14,2,150,3,561,24,-1,0,0,19,3290,2043698,2020078,439464,166,151,23,526,3,627,4,50,48,12,0,13,4,7,0,0,5,6,0,0,0,0,0,4,0,0,0,16,1,0,0,0,0,0,0,0,98,0,68,415
2018-05-25,9,9,6,146,3,503,28,-5,0,-3,19,3135,2100209,2084992,450171,161,143,23,475,3,557,4,46,39,9,2,15,4,8,0,0,5,8,6,0,2,0,0,0,0,0,0,9,2,1,4,0,0,1,0,0,85,3,73,444
2018-05-26,9,12,0,129,3,424,22,-3,0,-2,19,2795,2063304,2046884,464421,141,119,18,462,3,474,4,31,38,6,0,16,6,10,0,0,1,18,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,69,1,71,339
2018-05-27,9,9,0,130,3,431,25,0,0,25,19,2725,1892187,1885015,417974,139,122,16,412,3,540,4,36,35,5,4,9,2,11,0,2,0,7,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,1,0,71,1,67,277
2018-05-28,10,10,3,111,4,529,30,-1,0,32,19,2440,2206661,2322919,464756,124,114,22,388,3,383,4,34,23,13,5,7,2,5,0,0,16,8,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,57,3,64,389
2018-05-29,9,10,7,134,2,447,26,-2,0,0,19,2955,2040887,2031245,434677,151,138,19,476,3,558,4,27,41,9,1,9,0,11,0,1,9,14,4,0,0,0,0,3,0,0,0,17,3,1,0,0,0,1,0,0,68,1,82,465
2018-05-30,9,9,1,121,2,329,22,-16,0,48,19,2600,2029625,2023847,454471,131,113,17,369,3,425,4,37,30,11,1,19,1,8,0,1,2,5,11,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,67,3,61,377
